Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,year
103,Kyle Kuzma,29,2TM,PF,36,33,28.3,5.9,14.1,.420,1.4,4.9,.275,4.6,9.1,.498,.468,2.1,3.4,.618,0.8,5.3,6.1,2.5,0.6,0.2,2.3,1.8,15.3,,2025
104,Kyle Kuzma,29,WAS,PF,32,30,27.7,6.0,14.2,.420,1.4,5.0,.281,4.6,9.2,.495,.469,1.8,3.1,.602,0.8,4.9,5.8,2.5,0.6,0.2,2.3,1.6,15.2,,2025
105,Kyle Kuzma,29,MIL,PF,4,3,33.3,5.5,13.0,.423,1.0,4.5,.222,4.5,8.5,.529,.462,4.3,6.3,.680,0.8,7.8,8.5,2.5,0.5,0.3,2.8,2.8,16.3,,2025
106,Jared McCain,20,PHI,SG,23,8,25.7,5.5,11.9,.460,2.2,5.8,.383,3.3,6.1,.532,.553,2.1,2.4,.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,,2025
107,Immanuel Quickley,25,TOR,PG,16,16,26.9,4.9,11.7,.422,2.2,5.9,.372,2.8,5.8,.473,.516,3.2,3.5,.911,0.4,2.3,2.6,5.6,0.5,0.1,2.0,1.6,15.3,,2025
108,Ivica Zubac,27,LAC,C,52,52,31.9,6.8,11.0,.611,0.0,0.0,,6.8,11.0,.611,.611,1.7,2.7,.627,3.8,8.8,12.6,2.5,0.8,1.1,1.7,2.0,15.2,,2025
109,Myles Turner,28,IND,C,46,46,30.6,5.4,11.3,.475,2.0,5.1,.398,3.3,6.2,.539,.565,2.3,3.1,.752,1.3,5.3,6.6,1.5,0.8,1.8,1.9,2.8,15.1,,2025
110,Christian Braun,23,DEN,SG,54,52,33.1,5.9,10.1,.578,1.0,2.6,.373,4.9,7.5,.649,.626,2.3,2.8,.828,1.3,3.8,5.1,2.2,1.1,0.6,1.0,2.2,15.0,,2025
111,Gradey Dick,21,TOR,SG,48,48,29.5,5.1,12.4,.414,2.1,6.2,.345,3.0,6.3,.482,.499,2.6,3.0,.881,0.8,2.6,3.4,1.8,0.9,0.2,1.5,2.3,15.0,,2025
112,Jerami Grant,30,POR,PF,41,41,32.4,4.7,12.2,.383,2.3,6.1,.371,2.4,6.1,.396,.476,3.0,3.6,.856,0.6,2.7,3.3,2.2,0.8,1.0,1.3,2.3,14.7,,2025
113,Josh Hart,29,NYK,SG,53,53,37.8,5.7,10.2,.556,1.1,3.3,.337,4.5,6.9,.660,.610,2.3,2.8,.812,2.2,7.4,9.6,5.7,1.5,0.4,2.0,2.7,14.7,,2025
114,Chet Holmgren,22,OKC,C,13,13,26.3,5.0,10.2,.489,1.3,3.5,.378,3.7,6.8,.545,.553,3.4,4.5,.746,1.5,6.9,8.5,1.8,1.0,2.8,2.2,2.0,14.7,,2025
115,Fred VanVleet,30,HOU,PG,45,45,35.5,5.0,13.0,.387,2.7,7.8,.344,2.4,5.3,.450,.489,1.9,2.3,.824,0.7,3.2,3.9,5.8,1.6,0.4,1.6,2.4,14.6,,2025
116,Deni Avdija,24,POR,SF,52,34,28.7,4.8,10.4,.459,1.5,4.4,.339,3.3,6.1,.544,.529,3.4,4.4,.778,1.2,5.1,6.3,3.4,1.0,0.5,2.5,2.3,14.5,,2025
117,Kelly Oubre Jr.,29,PHI,SF,51,48,34.7,5.6,12.0,.465,1.2,4.0,.288,4.4,8.0,.554,.513,2.2,2.9,.755,1.6,4.8,6.5,1.8,1.5,0.5,1.3,2.9,14.5,,2025
118,Naz Reid,25,MIN,C,55,8,26.7,5.4,11.1,.484,2.2,5.5,.407,3.1,5.6,.560,.585,1.5,1.9,.794,1.1,4.6,5.6,2.0,0.7,0.9,1.2,2.3,14.5,,2025
119,Deandre Ayton,26,POR,C,40,40,30.2,6.6,11.7,.566,0.2,0.8,.188,6.5,10.9,.594,.573,1.0,1.5,.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,,2025
120,Jakob Poeltl,29,TOR,C,45,44,30.9,6.2,10.2,.610,0.0,0.0,.000,6.2,10.2,.613,.610,1.7,2.6,.658,3.5,6.6,10.1,2.8,1.2,1.3,1.9,3.3,14.2,,2025
121,P.J. Washington,26,DAL,PF,43,42,32.6,5.1,11.7,.437,1.6,4.2,.378,3.5,7.5,.470,.505,2.5,3.3,.757,1.6,6.6,8.2,2.3,1.2,1.0,1.9,2.4,14.2,,2025
122,Tre Mann,23,CHO,PG,13,0,24.5,5.4,12.4,.435,1.8,4.6,.400,3.5,7.8,.455,.509,1.5,1.6,.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,,2025
123,Dennis Schröder,31,3TM,PG,50,41,29.0,4.9,11.9,.413,2.0,5.5,.359,3.0,6.4,.460,.496,2.1,2.5,.847,0.3,2.3,2.6,5.4,1.0,0.1,2.2,2.5,13.9,,2025
124,Dennis Schröder,31,BRK,PG,23,23,33.6,6.4,14.1,.452,2.5,6.5,.387,3.9,7.6,.509,.542,3.1,3.5,.889,0.2,2.8,3.0,6.6,1.1,0.2,2.6,2.4,18.4,,2025
125,Dennis Schröder,31,GSW,SG,24,18,26.2,3.9,10.5,.375,1.5,4.8,.322,2.4,5.7,.419,.448,1.2,1.6,.744,0.4,1.9,2.3,4.4,1.0,0.1,2.0,2.8,10.6,,2025
126,Dennis Schröder,31,DET,PG,3,0,16.3,1.7,6.3,.263,1.0,2.7,.375,0.7,3.7,.182,.342,1.3,1.3,1.000,0.0,1.3,1.3,3.7,0.3,0.0,1.0,1.0,5.7,,2025
127,Dyson Daniels,21,ATL,SG,50,50,34.0,5.8,12.2,.474,1.1,3.4,.333,4.7,8.9,.527,.520,1.2,1.9,.617,1.7,3.8,5.4,4.0,3.0,0.8,1.8,2.5,13.9,,2025
128,Klay Thompson,34,DAL,SF,48,48,27.3,5.0,12.0,.417,3.0,7.8,.391,2.0,4.3,.463,.543,0.8,0.9,.902,0.6,2.9,3.5,2.0,0.8,0.5,1.4,1.3,13.9,,2025
129,Payton Pritchard,27,BOS,PG,54,0,27.9,4.9,10.4,.468,3.1,7.7,.411,1.7,2.7,.628,.619,0.9,1.1,.836,1.4,2.5,3.9,3.5,0.9,0.2,1.0,1.6,13.8,,2025
130,Bobby Portis,29,MIL,PF,46,7,25.2,5.6,12.1,.463,1.3,3.6,.364,4.3,8.5,.505,.517,1.2,1.5,.821,1.8,6.5,8.3,2.2,0.7,0.5,1.2,1.9,13.7,,2025
131,Amen Thompson,22,HOU,SF,52,25,31.9,5.3,9.7,.543,0.3,1.3,.254,4.9,8.4,.587,.559,2.8,4.0,.707,2.7,5.4,8.1,3.4,1.4,1.3,2.2,2.3,13.7,,2025
132,Jarrett Allen,26,CLE,C,54,54,28.9,5.5,7.9,.700,0.0,0.1,.000,5.5,7.9,.705,.700,2.5,3.4,.753,2.7,7.7,10.3,2.1,0.9,1.0,1.2,1.5,13.6,,2025
133,Dillon Brooks,29,HOU,SF,52,52,32.3,4.9,11.8,.413,2.4,6.1,.389,2.5,5.7,.439,.514,1.5,1.8,.835,1.2,2.6,3.8,1.5,0.8,0.2,1.0,3.5,13.6,,2025
134,Tobias Harris,32,DET,PF,53,53,31.9,5.2,11.2,.461,1.2,3.8,.325,3.9,7.5,.529,.515,1.9,2.2,.872,0.9,5.0,5.9,2.2,0.9,0.8,1.1,1.8,13.5,,2025
135,Rui Hachimura,26,LAL,PF,45,45,32.0,5.1,9.9,.510,1.7,3.9,.434,3.4,6.0,.559,.595,1.5,2.0,.784,1.4,3.7,5.2,1.4,0.8,0.5,0.9,1.9,13.4,,2025
136,D'Angelo Russell,28,2TM,PG,45,23,25.6,4.5,11.1,.406,2.0,6.0,.331,2.5,5.1,.493,.495,2.2,2.5,.867,0.3,2.5,2.8,5.1,1.0,0.4,1.9,1.9,13.1,,2025
137,D'Angelo Russell,28,LAL,PG,29,10,26.3,4.4,10.7,.415,1.9,5.8,.333,2.5,4.9,.510,.505,1.6,1.8,.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,,2025
138,D'Angelo Russell,28,BRK,PG,16,13,24.4,4.6,11.7,.390,2.1,6.3,.327,2.5,5.4,.465,.479,3.3,3.8,.883,0.4,2.6,3.0,5.8,1.3,0.8,2.3,2.1,14.5,,2025
139,Russell Westbrook,36,DEN,PG,48,27,27.7,4.9,10.3,.477,1.1,3.5,.331,3.8,6.8,.550,.532,2.0,3.2,.641,1.4,3.7,5.1,6.4,1.5,0.5,3.0,2.5,13.0,,2025
140,Stephon Castle,20,SAS,PG,51,29,25.5,4.6,11.0,.420,1.1,3.9,.289,3.5,7.1,.490,.471,2.5,3.5,.734,0.8,2.0,2.8,3.5,0.9,0.3,1.9,1.7,12.9,,2025
141,Moritz Wagner,27,ORL,C,30,1,18.8,4.7,8.3,.562,0.9,2.5,.360,3.8,5.8,.649,.616,2.6,3.7,.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,,2025
142,Santi Aldama,24,MEM,PF,46,11,24.5,5.0,10.1,.494,1.8,4.7,.386,3.2,5.4,.586,.583,1.1,1.5,.721,1.6,5.0,6.7,2.6,0.8,0.5,1.1,1.0,12.8,,2025
143,Malcolm Brogdon,32,WAS,PG,24,13,23.5,4.3,10.0,.433,0.7,2.3,.286,3.7,7.7,.478,.467,3.4,3.8,.880,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,,2025
144,Khris Middleton,33,MIL,SF,23,7,23.2,4.7,9.2,.512,1.5,3.7,.407,3.2,5.4,.584,.595,1.7,2.0,.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,,2025
145,Ayo Dosunmu,25,CHI,SG,44,26,30.5,4.9,9.8,.495,1.4,4.1,.335,3.5,5.7,.612,.566,1.4,1.8,.792,0.6,2.8,3.4,4.6,0.9,0.4,1.5,2.3,12.5,,2025
146,Bilal Coulibaly,20,WAS,SF,50,50,33.4,4.4,10.7,.417,1.1,3.9,.282,3.3,6.8,.494,.468,2.4,3.2,.752,1.5,3.6,5.1,3.5,1.3,0.7,2.1,2.4,12.4,,2025
147,Scoot Henderson,20,POR,PG,47,9,26.5,4.2,9.8,.434,1.5,4.0,.365,2.8,5.7,.481,.509,2.5,3.1,.789,0.7,2.3,3.0,5.3,1.1,0.3,2.6,2.6,12.4,,2025
148,Terry Rozier,30,MIA,PG,47,21,28.5,4.6,11.2,.407,1.6,5.3,.306,2.9,5.9,.496,.479,1.6,1.9,.856,0.8,3.3,4.1,2.9,0.6,0.3,1.4,1.4,12.4,,2025
149,Daniel Gafford,26,DAL,C,51,28,21.9,5.0,7.1,.699,0.0,0.0,,5.0,7.1,.699,.699,2.4,3.4,.699,2.7,4.1,6.9,1.4,0.4,1.9,1.2,2.7,12.3,,2025
150,Josh Giddey,22,CHI,PG,51,51,28.7,4.6,10.2,.446,1.3,3.9,.345,3.2,6.4,.508,.511,1.7,2.2,.754,1.6,5.5,7.1,6.4,1.1,0.6,2.7,1.7,12.2,,2025
151,Aaron Gordon,29,DEN,PF,32,23,26.5,4.2,8.4,.502,1.1,2.7,.414,3.1,5.7,.544,.569,2.6,3.2,.796,1.5,3.3,4.8,3.2,0.5,0.3,1.3,1.5,12.1,,2025
152,Brook Lopez,36,MIL,C,52,52,31.8,4.6,9.6,.475,1.8,5.0,.368,2.7,4.6,.592,.571,1.2,1.4,.822,1.2,3.6,4.7,1.7,0.7,1.9,1.0,2.2,12.1,,2025
153,Onyeka Okongwu,24,ATL,C,48,14,25.5,4.8,8.4,.573,0.4,1.6,.273,4.4,6.8,.643,.599,2.0,2.8,.731,2.8,5.2,8.0,2.1,0.9,0.9,1.0,2.4,12.1,,2025
154,Keegan Murray,24,SAC,PF,52,52,35.0,4.7,10.7,.435,1.8,5.6,.322,2.8,5.1,.561,.520,0.9,1.1,.821,2.1,5.0,7.1,1.5,0.8,0.9,0.9,2.6,12.0,,2025
155,Daeqwon Plowden,26,ATL,SG,2,0,16.5,4.0,5.0,.800,3.0,4.0,.750,1.0,1.0,1.000,1.100,1.0,1.0,1.000,1.5,1.0,2.5,0.0,0.0,0.0,0.5,2.5,12.0,,2025
156,Harrison Barnes,32,SAS,PF,52,52,28.0,4.1,8.1,.502,1.6,3.9,.418,2.5,4.3,.579,.602,2.1,2.6,.807,1.5,2.7,4.2,1.8,0.4,0.2,0.6,1.0,11.9,,2025
157,Jabari Smith Jr.,21,HOU,PF,33,33,30.9,4.1,9.5,.435,1.7,4.8,.354,2.4,4.7,.516,.524,2.0,2.3,.867,1.8,4.7,6.5,1.0,0.4,1.0,0.9,2.3,11.9,,2025
158,Corey Kispert,25,WAS,SF,49,0,26.8,4.3,9.5,.457,2.0,5.5,.363,2.3,4.0,.588,.563,1.1,1.3,.871,0.7,2.4,3.1,1.6,0.5,0.2,1.1,1.6,11.8,,2025
159,Dante Exum,29,DAL,PG,7,5,19.7,4.4,7.9,.564,1.1,2.4,.471,3.3,5.4,.605,.636,1.7,2.7,.632,0.3,1.4,1.7,3.7,0.7,0.1,1.0,1.6,11.7,,2025
160,Jeremy Sochan,21,SAS,PF,33,19,26.1,4.7,8.7,.545,0.5,1.4,.340,4.2,7.2,.586,.573,1.7,2.4,.722,2.5,4.7,7.2,2.5,0.9,0.5,1.7,2.4,11.7,,2025
161,Tari Eason,23,HOU,PF,36,4,24.2,4.5,9.3,.483,1.0,2.9,.349,3.4,6.3,.546,.539,1.5,2.1,.743,2.2,4.1,6.3,1.2,1.9,0.9,0.9,2.4,11.5,,2025
162,Buddy Hield,32,GSW,SG,55,22,23.6,4.1,10.2,.407,2.5,7.0,.363,1.6,3.2,.503,.531,0.7,0.8,.822,0.6,2.8,3.3,1.6,0.9,0.3,1.2,1.8,11.5,,2025
163,Keldon Johnson,25,SAS,SF,49,0,23.2,4.3,9.5,.452,1.1,3.6,.303,3.2,5.9,.541,.509,1.9,2.4,.771,1.3,3.2,4.5,1.4,0.6,0.2,0.9,1.4,11.5,,2025
164,Jaden McDaniels,24,MIN,PF,56,56,31.8,4.5,9.6,.469,1.3,3.8,.338,3.2,5.8,.554,.535,1.1,1.4,.800,1.5,4.0,5.6,1.8,1.4,0.9,1.1,3.0,11.5,,2025
165,Ty Jerome,27,CLE,SG,50,2,19.1,4.2,8.1,.516,1.5,3.4,.427,2.7,4.6,.582,.607,1.6,1.8,.898,0.7,1.7,2.5,3.4,1.2,0.0,1.2,1.4,11.4,,2025
166,Zaccharie Risacher,19,ATL,SF,48,46,23.8,4.3,9.9,.433,1.3,4.1,.317,3.0,5.8,.516,.499,1.5,2.2,.712,1.2,2.1,3.3,1.2,0.8,0.5,1.1,2.0,11.4,,2025
167,Alex Sarr,19,WAS,C,42,42,26.9,4.3,11.0,.393,1.4,4.6,.308,2.9,6.3,.455,.458,1.4,2.1,.640,1.8,4.8,6.6,2.2,0.6,1.6,1.4,2.3,11.4,,2025
168,Walker Kessler,23,UTA,C,42,42,30.4,4.9,6.8,.718,0.0,0.1,.333,4.9,6.7,.726,.721,1.5,2.7,.554,4.5,7.3,11.8,1.5,0.6,2.4,1.5,2.2,11.3,,2025
169,Naji Marshall,27,DAL,SF,43,14,24.9,4.5,8.8,.509,0.9,2.9,.315,3.6,5.9,.605,.561,1.4,1.7,.845,1.0,2.9,3.8,2.6,1.0,0.1,1.4,1.6,11.2,,2025
170,Jaylen Wells,21,MEM,SG,54,49,25.8,4.0,8.9,.446,1.9,4.9,.376,2.1,4.0,.532,.550,1.4,1.7,.833,1.1,2.1,3.2,1.7,0.6,0.1,0.9,1.9,11.2,,2025
171,Jonas Valančiūnas,32,2TM,C,54,12,19.6,4.5,8.3,.546,0.1,0.5,.259,4.4,7.8,.564,.554,1.9,2.2,.873,2.4,5.5,7.9,2.1,0.4,0.6,1.7,2.1,11.1,,2025
172,Jonas Valančiūnas,32,WAS,C,49,12,20.1,4.7,8.6,.547,0.1,0.6,.259,4.6,8.1,.567,.556,1.9,2.2,.896,2.4,5.8,8.2,2.2,0.4,0.6,1.8,2.0,11.5,,2025
173,Jonas Valančiūnas,32,SAC,C,5,0,15.4,2.6,5.0,.520,0.0,0.0,,2.6,5.0,.520,.520,1.6,2.4,.667,2.4,2.4,4.8,1.2,0.4,0.6,1.2,3.2,6.8,,2025
174,Isaiah Hartenstein,26,OKC,C,34,33,29.0,4.8,8.5,.566,0.0,0.4,.000,4.8,8.1,.592,.566,1.5,2.3,.646,3.2,8.7,11.9,3.9,0.8,1.1,1.9,2.9,11.1,,2025
175,Tyus Jones,28,PHO,PG,53,53,29.6,4.1,9.1,.454,2.1,5.1,.407,2.1,4.0,.514,.567,0.8,0.9,.872,0.6,1.9,2.5,6.0,0.9,0.1,1.4,1.0,11.1,,2025
176,Guerschon Yabusele,29,PHI,C,51,27,26.6,4.1,7.9,.516,1.5,3.9,.401,2.5,4.0,.626,.614,1.4,1.8,.742,1.9,3.7,5.5,2.0,0.8,0.4,1.3,2.5,11.1,,2025
177,Grayson Allen,29,PHO,SG,43,3,25.0,3.5,7.9,.448,2.5,5.9,.433,1.0,2.0,.494,.609,1.4,1.7,.836,0.6,2.7,3.4,2.1,1.0,0.3,1.0,1.4,11.0,,2025
178,Donte DiVincenzo,28,MIN,SG,40,8,26.4,3.7,9.3,.397,2.6,7.0,.369,1.1,2.4,.479,.535,1.0,1.3,.820,0.6,3.1,3.7,3.6,1.2,0.2,1.8,1.6,11.0,,2025
179,Rudy Gobert,32,MIN,C,55,55,33.3,4.3,6.5,.653,0.0,0.0,,4.3,6.5,.653,.653,2.4,3.6,.680,3.5,6.9,10.4,1.8,0.7,1.5,1.4,2.4,11.0,,2025
180,Jrue Holiday,34,BOS,PG,44,44,30.2,4.0,9.1,.438,1.8,5.1,.342,2.3,4.0,.559,.534,1.2,1.4,.900,1.1,3.3,4.4,3.7,1.0,0.4,1.3,1.6,11.0,,2025
181,Nikola Jović,21,MIA,PF,44,10,25.1,3.8,8.3,.454,1.7,4.6,.373,2.0,3.7,.556,.557,1.6,2.0,.828,0.6,3.4,3.9,2.9,0.8,0.3,1.4,1.7,10.9,,2025
182,Aaron Wiggins,26,OKC,SG,54,19,22.1,4.3,8.6,.498,1.5,4.0,.381,2.8,4.6,.601,.587,0.8,0.9,.854,1.1,2.6,3.7,1.6,0.8,0.2,0.9,1.3,10.9,,2025
183,Jalen Duren,21,DET,C,52,52,25.7,4.5,6.5,.694,0.0,0.0,,4.5,6.5,.694,.694,1.8,2.6,.686,3.6,6.6,10.2,2.5,0.7,1.2,1.9,3.2,10.8,,2025
184,Quentin Grimes,24,2TM,SG,51,13,23.5,3.8,8.1,.465,1.7,4.5,.390,2.0,3.7,.556,.572,1.4,1.9,.758,0.7,3.3,4.0,2.3,0.7,0.3,1.3,1.7,10.7,,2025
185,Quentin Grimes,24,DAL,SG,47,12,22.8,3.6,7.8,.463,1.7,4.3,.398,1.9,3.5,.543,.573,1.3,1.7,.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,,2025
186,Quentin Grimes,24,PHI,SG,4,1,32.8,6.0,12.5,.480,2.3,6.8,.333,3.8,5.8,.652,.570,2.5,3.5,.714,1.8,4.5,6.3,3.8,1.0,0.8,1.0,1.8,16.8,,2025
187,Brandon Boston Jr.,23,NOP,SG,42,10,23.6,4.0,9.1,.436,1.2,3.3,.350,2.8,5.7,.485,.500,1.6,2.0,.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,,2025
188,Duncan Robinson,30,MIA,SF,50,30,24.1,3.8,9.0,.420,2.5,6.5,.378,1.3,2.5,.528,.557,0.7,0.8,.895,0.3,2.0,2.3,2.7,0.5,0.1,1.1,2.0,10.7,,2025
189,Caris LeVert,30,2TM,SG,41,3,24.1,3.7,8.0,.460,1.6,4.0,.405,2.1,4.0,.515,.561,1.6,2.3,.705,0.7,2.5,3.1,3.6,0.8,0.5,1.3,1.4,10.6,,2025
190,Caris LeVert,30,CLE,SF,38,3,23.8,3.6,7.8,.453,1.6,3.9,.405,2.0,3.9,.500,.554,1.5,2.2,.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,,2025
191,Caris LeVert,30,ATL,SG,3,0,27.7,5.3,10.0,.533,2.0,5.0,.400,3.3,5.0,.667,.633,3.0,4.0,.750,1.7,5.3,7.0,3.0,0.0,1.0,0.7,3.7,15.7,,2025
192,Jordan Hawkins,22,NOP,SG,37,5,23.0,3.6,9.8,.365,1.9,5.7,.333,1.7,4.2,.409,.462,1.5,1.8,.838,0.4,2.1,2.4,1.1,0.6,0.4,0.9,0.8,10.6,,2025
193,Spencer Dinwiddie,31,DAL,PG,54,19,25.3,3.4,8.0,.420,1.4,4.0,.349,2.0,4.0,.491,.507,2.4,2.9,.838,0.2,2.2,2.4,3.7,0.9,0.2,1.2,1.5,10.5,,2025
194,Tim Hardaway Jr.,32,DET,SG,51,51,28.4,3.4,8.4,.408,2.1,5.6,.374,1.3,2.8,.476,.533,1.6,1.9,.825,0.2,2.1,2.3,1.6,0.5,0.1,0.7,1.3,10.5,,2025
195,Andrew Nembhard,25,IND,SG,37,37,28.4,3.9,8.3,.468,0.8,2.4,.322,3.1,6.0,.525,.513,1.9,2.5,.783,0.5,2.7,3.3,4.9,1.3,0.1,1.8,2.4,10.5,,2025
196,Ochai Agbaji,24,TOR,SG,49,37,27.8,4.2,8.2,.509,1.5,3.9,.393,2.6,4.3,.614,.602,0.6,0.9,.667,0.9,2.9,3.8,1.6,0.8,0.6,0.8,1.9,10.4,,2025
197,Amir Coffey,27,LAC,SG,52,11,25.9,3.6,7.5,.476,1.6,3.7,.428,2.0,3.8,.523,.582,1.7,1.8,.906,0.5,1.9,2.4,1.1,0.6,0.1,0.7,1.7,10.4,,2025
198,Derrick Jones Jr.,27,LAC,SF,52,48,25.1,4.2,8.1,.518,1.0,2.8,.368,3.2,5.3,.596,.581,1.0,1.4,.750,1.3,2.3,3.6,0.9,1.2,0.4,0.9,2.1,10.4,,2025
199,Grant Williams,26,CHO,PF,16,7,29.9,3.4,7.7,.439,1.7,4.6,.365,1.7,3.1,.551,.549,1.9,2.3,.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,2025
200,Herbert Jones,26,NOP,SF,20,20,32.4,3.8,8.6,.436,1.1,3.6,.306,2.7,5.0,.530,.500,1.7,2.0,.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,,2025
201,De'Anthony Melton,26,GSW,SG,6,2,20.2,3.7,9.0,.407,2.2,5.8,.371,1.5,3.2,.474,.528,0.8,1.3,.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,,2025
202,Obi Toppin,26,IND,PF,50,0,19.4,4.0,7.4,.537,1.3,3.5,.356,2.7,3.8,.703,.622,1.2,1.5,.795,0.7,3.4,4.1,1.5,0.6,0.4,0.7,1.4,10.3,,2025
203,Gary Trent Jr.,26,MIL,SG,48,7,25.1,3.6,8.3,.438,2.3,5.4,.429,1.3,2.8,.456,.579,0.8,0.9,.837,0.2,2.1,2.4,1.1,1.0,0.1,0.6,1.9,10.3,,2025
204,Chris Boucher,32,TOR,PF,46,0,17.3,3.7,7.5,.491,1.4,3.9,.365,2.2,3.5,.632,.587,1.4,1.7,.788,1.3,3.1,4.4,0.6,0.5,0.5,0.6,1.4,10.2,,2025
205,Toumani Camara,24,POR,PF,53,53,32.3,3.8,8.5,.444,1.5,4.1,.356,2.3,4.4,.526,.530,1.1,1.5,.747,2.3,3.6,5.9,2.0,1.4,0.6,1.5,3.0,10.1,,2025
206,Nic Claxton,25,BRK,C,47,39,26.6,4.4,8.1,.546,0.0,0.3,.071,4.4,7.8,.564,.547,1.2,2.3,.537,2.1,5.4,7.5,2.0,0.9,1.4,1.2,2.0,10.1,,2025
